url_slug	authors	title	Journal	Volume	Pages	Year	paper_url	excerpt
100	James F. Lutsko and Grégoire Nicolis	Mechanism for the stabilization of protein clusters above the solubility curve	Soft Matter	12	93	2016	Lutsko_SoftMatter_2016.pdf	Pan, Vekilov and Lubchenko [J. Phys. Chem. B, 2010, 114, 7620] have proposed that dense stable protein clusters appearing in weak protein solutions above the solubility curve are composed of protein oligomers. The hypothesis is that a weak solution of oligomer species is unstable with respect to condensation causing the formation of dense, oligomer-rich droplets which are stabilized against growth by the monomer–oligomer reaction. Here, we show that such a combination of processes can be understood using a simple capillary model yielding analytic expressions for the cluster properties which can be model and show that it is consistent with the predictions of the capillary model. The viability of the used to interpret experimental data. We also construct a microscopic Dynamic Density Functional Theory mechanism is thus confirmed and it is shown how the radius of the stable clusters is related to physically www.rsc.org/softmatter interesting quantities such as the monomer–oligomer rate constants.
99	James F. Lutsko and Miguel A. Durán-Olivencia	A Two-parameter Extension of Classical Nucleation Theory	J. Phys. Cond. Matt.	27	235101	2015	Lutsko_JPCM_2015_1.pdf	A two-variable stochastic model for diffusion-limited nucleation is developed using a formalism derived from fluctuating hydrodynamics. The model is a direct generalization of the standard Classical Nucleation Theory. The nucleation rate and pathway are calculated in the weak-noise approximation and are shown to be in good agreement with direct numerical simulations for the weak-solution/strong-solution transition in globular proteins. We find that Classical Nucleation Theory underestimates the time needed for the formation of a critical cluster by two orders of magnitude and that this discrepancy is due to the more complex dynamics of the two variable model and not, as often is assumed, a result of errors in the estimation of the free energy barrier.
98	Miguel A. Durán-Olivencia and James F. Lutsko	Mesoscopic nucleation theory for confined systems: A one-parameter model.	Phys. Rev. E	91	22402	2015	Lutsko_PRE_2015.pdf	Classical nucleation theory has been recently reformulated based on fluctuating hydrodynamics [J.F. Lutsko and M.A. Durán-Olivencia, J. Chem. Phys. 138, 244908(2013)]. The present work extends this effort to the case of nucleation in confined systems such as small pores and vesicles. The finite available mass imposes a maximal supercritical cluster size and prohibits nucleation altogether if the system is too small. We quantity the effect of system size on the nuceation rate. We also discuss the effect of relaxing the capillary-model assumption of zero interfacial width resulting in significant changes in the nucleation barrier and nucleation rate.
97	Mike Sleutel, James F. Lutsko, Dominique Maes, and Alexander E. S. Van Driessche	Mesoscopic impurities expose a nucleation-limited regime of crystal growth	Phys. Rev. Lett.	114	245501	2015	Lutsko_PRL_2015_1.pdf	Nanoscale self-assembly is naturally subject to impediments at the nanoscale. The recently developed ability to follow processes at the molecular level forces us to resolve older, coarse-grained concepts in terms of their molecular mechanisms. In this Letter, we highlight one such example. We present evidence based on experimental and simulation data that one of the cornerstones of crystal growth theory, the CabreraVermilyea model of step advancement in the presence of impurities, is based on incomplete physics. We demonstrate that the piercing of an impurity fence by elementary steps is not solely determined by the Gibbs-Thomson effect, as assumed by Cabrera-Vermilyea. Our data show that for conditions leading up to growth cessation, step retardation is dominated by the formation of critically sized fluctuations. The growth recovery of steps is counter to what is typically assumed, not instantaneous. Our observations on mesoscopic impurities for lysozyme expose a nucleation-dominated regime of growth that has not been hitherto considered, where the system alternates between zero and near-pure velocity. The time spent by the system in arrest is the nucleation induction time required for the step to amass a supercritical fluctuation that pierces the impurity fence.
96	Miguel A. Durán-Olivencia and James F. Lutsko	Unification of classical nucleation theories via unified Itô-Stratonovich stochastic equation	Phys. Rev. E	92	32407	2015	Lutsko_PRE_2015_2.pdf	Classical nucleation theory (CNT) is the most widely used framework to describe the early stage of first-order phase transitions. Unfortunately the different points of view adopted to derive it yield different kinetic equations for the probability density function, e.g. Zeldovich-Frenkel or Becker-Döring-Tunitskii equations. Starting from a phenomenological stochastic differential equation a unified equation is obtained in this work. In other words, CNT expressions are recovered by selecting one or another stochastic calculus. Moreover, it is shown that the unified CNT thus obtained produces the same Fokker-Planck equation as that form a recent update of CNT [J.F. Lutsko and M.A. Durán-Olivencia, J. Chem. Phys., 2013, 138, 244908] when mass transport is governed by diffusion. Finally, we derive a general induction-time expression along with specific approximations of it to be used under different scenarios. In particular, when the mass-transport mechanism is governed by direct impingement, volume diffusion, surface diffusion or interface transfer.
95	Jean Pierre Boon and James F. Lutsko	Molecular theory of anomalous diffusion - Application to Fluorescence Correlation Spectroscopy	J. Stat. Phys.	160	622	2015	Lutsko_JSP_2015.pdf	The nonlinear theory of anomalous diffusion is based on particle interactions giving an explicit microscopic description of diffusive processes leading to sub-, normal, or super-diffusion as a result competitive effects between attractive and repulsive interactions. We present the explicit analytical solution to the nonlinear diffusion equation which we then use to compute the correlation function which is experimentally measured by correlation spectroscopy. The theoretical results are applicable in particular to the analysis of fluorescence correlation spectroscopy of marked molecules in biological systems. More specifically we consider the case of fluorescently labeled lipids and we find that the nonlinear correlation spectrum reproduces very well the experimental data indicating sub-diffusive molecular motion of lipid molecules in the cell membrane.
94	James F. Lutsko, Nélido González-Segredo, Miguel A. Durán-Olivencia, Dominique Maes, Alexander E.S. Van Driessche, and Mike Sleutel	Crystal Growth Cessation Revisited -- the physical basis of step pinning	Crystal Growth and Design	14	6129	2014	Lutsko_CGD_2014.pdf	The growth of crystals from solution is a fundamental process of relevance to such diverse areas as X-ray-diffraction structural determination and the role of mineralization in living organisms. A key factor determining the dynamics of crystallization is the effect of impurities on step growth. For over fifty years, all discussions of impurity-step interaction have been framed in the context of the Cabrera--Vermilyea (CV) model for step blocking, which has nevertheless proven difficult to validate experimentally. Here we report on extensive computer simulations which clearly falsify the CV model, suggesting a more complex picture. While reducing to the CV result in certain limits, our approach is more widely applicable, encompassing non-trivial impurity-crystal interactions, mobile impurities and negative growth, among others.
93	Mike Sleutel, Jim Lutsko, Alexander E. S. Van Driessche, Miguel A. Durán-Olivencia, and Dominique Maes.	Observing classical nucleation theory at work by monitoring phase transitions with molecular precision	Nature Comm.	5	5598	2014	ncomms6598.pdf	It is widely accepted that many phase transitions do not follow nucleation pathways as envisaged by the classical nucleation theory. Many substances can traverse intermediate states before arriving at the stable phase. The apparent ubiquity of multi-step nucleation has made the inverse question relevant: does multistep nucleation always dominate single-step pathways? Here we provide an explicit example of the classical nucleation mechanism for a system known to exhibit the characteristics of multi-step nucleation. Molecular resolution atomic force microscopy imaging of the two-dimensional nucleation of the protein glucose isomerase demonstrates that the interior of subcritical clusters is in the same state as the crystalline bulk phase. Our data show that despite having all the characteristics typically associated with rich phase behaviour, glucose isomerase 2D crystals are formed classically. These observations illustrate the resurfacing importance of the classical nucleation theory by re-validating some of the key assumptions that have been recently questioned.
92	James F. Lutsko and Jean Pierre Boon	Comment on “Possible divergences in Tsallis’ thermostatistics” by Plastino A. and Rocca M. C	EuroPhys. Lett.	107	10003	2014	Lutsko_EPL_2014.pdf	Questions concerning Platino and Rocca, EPL 104 6003 (2013).
91	James F. Lutsko and Miguel A. Durán-Olivencia	Classical nucleation theory from a dynamical approach to nucleation	J. of Chemical Physics	138	244908	2013	Lutsko_JCP_2013_1.pdf	It is shown that diffusion-limited classical nucleation theory (CNT) can be recovered as a simple limit of the recently proposed dynamical theory of nucleation based on fluctuating hydrodynamics (Lutsko, JCP 136, 034509 (2012)). The same framework is also used to construct a more realistic theory in which clusters have finite interfacial width. When applied to the dilute solution/dense solution transition in globular proteins, it is found that the extension gives corrections to the the nucleation rate even for the case of small supersaturations due to changes in the monomer distribution function and to the excess free energy. It is also found that the monomer attachement/detachment picture breaks down at high supersaturations corresponding to clusters smaller than about 100 molecules. The results also confirm the usual assumption that most important corrections to CNT can be acheived by means of improved estimates of the free energy barrier. The theory also illustrates two topics that have received considerable attention in the recent literature on nucleation: the importance sub-dominant corrections to the capillary model for the free energy and of the correct choice of the reaction coordinate.
90	James F. Lutsko	Direct correlation function from the consistent fundamental-measure free energies for hard-sphere mixtures	Phys. Rev. E	87	14103	2013	Lutsko_PRE_2013_2.pdf	In a recent paper [ Phys. Rev. E 86 040102(R) (2012)], Santos presented a self-consistency condition that can be used to limit the possible forms of fundamental measure theory. Here, the direct correlation function, resulting from the Santos functional, is derived, and it is found to be very close to the result of the White Bear density functional, except near the origin where it diverges.
89	James F. Lutsko and Jean Pierre Boon	Microscopic theory of anomalous diffusion based on particle interactions	Phys. Rev. E	88	22108	2013	Lutsko_PRE_2013_1.pdf	We present a master equation formulation based on a Markovian random walk model that exhibits subdiffusion, classical diffusion, and superdiffusion as a function of a single parameter. The nonclassical diffusive behavior is generated by allowing for interactions between a population of walkers. At the macroscopic level, this gives rise to a nonlinear Fokker-Planck equation. The diffusive behavior is reflected not only in the mean squared displacement [〈r2(t)〉∼tγ with 0<γ≤1.5] but also in the existence of self-similar scaling solutions of the Fokker-Planck equation. We give a physical interpretation of sub- and superdiffusion in terms of the attractive and repulsive interactions between the diffusing particles and we discuss analytically the limiting values of the exponent γ. Simulations based on the master equation are shown to be in agreement with the analytical solutions of the nonlinear Fokker-Planck equation in all three diffusion regimes.
88	Jean Pierre Boon, James F. Lutsko, and Christopher Lutsko	Microscopic approach to nonlinear reaction-diffusion: The case of morphogen gradient formation	Phys. Rev. E	85	21126	2012	Boon_Lutsko__Lutsko_PRE_2012.pdf	We develop a microscopic theory for reaction-difusion (R-D) processes based on a generalization of Einstein's master equation with a reactive term and we show how the mean field formulation leads to a generalized R-D equation with non-classical solutions. For the n-th order annihilation reaction A+A+A+...+A->0, we obtain a nonlinear reaction-diffusion equation for which we discuss scaling and non-scaling formulations. We find steady states with either solutions exhibiting long range power law behavior (for n>α) showing the relative dominance of sub-diffusion over reaction effects in constrained systems, or conversely solutions (for n<α<n+1) with finite support of the concentration distribution describing situations where diffusion is slow and extinction is fast. Theoretical results are compared with experimental data for morphogen gradient formation.
87	James F. Lutsko	Nucleation of colloids and macromolecules: Does the nucleation pathway matter?	J. of Chemical Physics	136	134402	2012	Lutsko_JCP_2012_2.pdf	A recent description of diffusion-limited nucleation based on fluctuating hydrodynamics that extends classical nucleation theory predicts a very non-classical two-step scenario whereby nucleation is most likely to occur in spatially extended, low-amplitude density fluctuations. In this paper, it is shown how the formalism can be used to determine the maximum probability of observing any proposed nucleation pathway, thus allowing one to address the question as to their relative likelihood, including of the newly proposed pathway compared to classical scenarios. Calculations are presented for the nucleation of high-concentration droplets in a low-concentration solution of globular proteins and it is found that the relative probabilities (new theory compared to classical result) for reaching a critical nucleus containing Nc molecules scales as e−Nc/3 thus indicating that for all but the smallest nuclei, the classical scenario is extremely unlikely.
86	James F. Lutsko	Nucleation of colloids and macromolecules in a finite volume	J. of Chemical Physics	137	154903	2012	Lutsko_JCP_2012_3.pdf	A recently formulated description of homogeneous nucleation for Brownian particles in the over-damped limit based on fluctuating hydrodynamics is used to determine the nucleation pathway, characterized as the most likely path (MLP), for the nucleation of a dense-concentration droplet of globular protein from a dilute solution in a small, finite container. The calculations are performed by directly discretizing the equations for the MLP and it is found that they confirm previous results obtained for infinite systems: the process of homogeneous nucleation begins with a long-wavelength, spatially-extended concentration fluctuation that it condenses to form the pre-critical cluster. This is followed by a classical growth processes. The calculations show that the post-critical growth involves the formation of a depletion zone around the cluster whereas no such depletion is observed in the pre-critical cluster. The approach therefore captures dynamical effects not found in classical Density Functional Theory studies while consistently describing the formation of the pre-critical cluster.
85	James F. Lutsko	On the role of metastable intermediate states in the homogeneous nucleation of solids from solution	Adv. Chem. Phys.	151	137	2012	Lutsko_AdvChemPhys_2011.pdf	The role of metastable liquid phases in vapor-crystal nucleation is studied using Density Functional Theory(DFT). The model gives a semi-quantitatively accurate description of both the vapor-liquid-solid phase diagram for both simple fluids (Lennard-Jones interactions) and of the low-density/high-density/crystal phase diagram for model globular proteins (ten Wolde-Frenkel interaction). The density profile is characterized by two local order parameters, the average density and the crystallinity. The bulk free energy model is supplemented by squared-derivative terms in these order parameters to account for inhomogeneities thus producing a model similar in spirit to phase-field theory. It is shown that for both interaction models, the vapor-crystal part of the phase-diagram can be separated into regions for which metastable liquid phases are more or less stable than the vapor, but always less stable than the solid. The former case allows for the possibility of double nucleation whereby liquid droplets nucleate from the vapor followed by a separate nucleation of the solid phase within the liquid droplets. Whether or not this actually occurs depends on the relative free energy barriers for vapor-solid and vapor-liquid nucleation and it is shown that for simple fluids, double nucleation is indeed favored at sufficiently large supersaturation. Finally, by studying the minimum free energy path from the vapor to the solid, the separate possibility of transient nucleation.
84	James F. Lutsko	A dynamical theory of nucleation for colloids and macromolecules	J. of Chemical Physics	136	34509	2012	Lutsko_JCP_2012_1.pdf	A general theory of nucleation for colloids and macromolecules in solution is formulated within the context of fluctuating hydrodynamics. A formalism for the determination of nucleation pathways is developed and stochastic differential equations for the evolution of order parameters are given. The conditions under which the elements of Classical Nucleation Theory are recovered are determined. The theory provides a justification and extension of more heuristic equilibrium approaches based solely on the free energy. It is illustrated by application to the low-concentration/high-concentration transition in globular proteins where a novel two-step mechanism is identified where the first step involves the formation of long-wavelength density fluctuations and the second step is the actual nucleation event occuring within the fluctuation.
83	James F. Lutsko	A dynamical theory of homogeneous nucleation for colloids and macromolecules	J. of Chemical Physics	135	161101	2011	Lutsko_JCP_2011_2.pdf	Homogeneous nucleation is formulated within the context of fluctuating hydrodynamics. It is shown that for a colloidal or macromolecular system in the strong damping limit the most likely path for nucleation can be determined by gradient descent in density space governed by a nontrivial metric fixed by the dynamics. The theory provides a justification and extension of more heuristic equilibrium approaches based solely on the free energy. It is illustrated by application to liquid-vapor nucleation where it is shown that, in contrast to most free energy-based studies, the smallest clusters correspond to long wavelength, small amplitude perturbations.
76	James F. Lutsko	Recent Developments in Classical Density Functional Theory	Adv. Chem. Phys.	144	1	2010	Lutsko_DFT_Review.pdf	The Density Functional approach to equilibrium statistical mechanics is reviewed. Topics covered include the basic theory behind Density Functional Theory, exact density functionals in low dimension, and theories based on effective liquid approximations. Particular attention is given to more recent developments such as Fundamental Measure Theory for hard-spheres, Dynamical Density Functional Theory and the determination of state transition pathways.
